COMUNE,FARMACIA,CL,INDIRIZZO,CAP,TELEFONO,PROVINCIA
PIAZZA ARMERINA,Lo Re A. e Oberto P.,U,"Via Chiarandà, 24",94015,0935-680222,Enna
PIAZZA ARMERINA,Quattrino Ida,U,"Piazza Garibaldi, 31",94015,0935-680044,Enna
PIETRAPERZIA,Mendola Cristina,U,"Via La Masa, 13",94016,0934-461238,Enna
PIETRAPERZIA,Morgana Franco,U,"Via B. Tortorici, 36",94016,0934-461188,Enna
PIETRAPERZIA,Farmacia Santa Croce Dr.ssa Cannata Maria R.,U,"Via S. Croce, 12",94016,0934-461011,Enna
REGALBUTO,Ascoli Salvatore,U,"Via G.F. Ingrassia, 16",94017,0935-71095,Enna
REGALBUTO,Furia Barbara,U,"Piazza della Repubblica, 23",94017,0935-71048,Enna
REGALBUTO,Terranova Paolo,U,"Via G.F. Ingrassia, 77",94017,0935-71265,Enna
SPERLINGA,Mazzola Maria Antonietta,RS,"Via Umberto, 41",94010,0935-643010,Enna
TROINA,Barbera Francesco,U,"Via Nazionale, 222",94018,0935-657106,Enna
TROINA,Scollo Giorgio,U,"Via Nazionale, 34/M",94018,0935-657137,Enna
TROINA,Cutore Francesco,U,"Via San Silvestro, 3",94018,0935-656326,Enna
VALGUARNERA CAROPEPE,Consolo Giovanni,U,"Piazza Lanza, 2",94019,0935-956218,Enna
VALGUARNERA CAROPEPE,Eredei Fidemi SNC,U,"Piazza della Repubblica, 38",94019,0935-956244,Enna
VALGUARNERA CAROPEPE,Cammalleri Anna Maria,U,"Via Archimede, 53",94019,0935-956225,Enna
VILLADORO,Farmacia Pesco SNC,RS,"Via Principe Umbero, 4",94010,0935-1815226,Enna
VILLAPRIOLO,Mondo Rosa maria,R,"Via Roma, 68/B",94010,0935-531576,Enna
VILLAROSA,Carletta Maria Adelaide,U,"Corso G. Garibaldi, 145",94010,0935-31003,Enna
VILLAROSA,Farmacia Genco di Concettina e Calogero M.,U,"Piazza Vittorio Emanuele, 1",94010,0935-31142,Enna
ACQUEDOLCI,DI GIORGIO Rosalia,U,"Via Ricca Salerno, 12/B4",98070,0941 726572,Messina
ALCARA LI FUSI,LANZA Maria,RS,"Ig. San Pantaleone, 16",98070,0941 793021,Messina
ALI',CHIMICATA Annamaria,RS,"Via Roma, 49",98020,0942 700132,Messina
ALI' TERME,LAGANA' Rosalba,RS,"Via F. Crispi, 435",98021,0942 715143,Messina
ANTILLO,DI NUZZO Carmela,RS,"Via Roma, 202",98030,0942 723388,Messina
BARCELLONA P.G.,BUCALO Antonino,U,"Via Roma, 163",98051,090 9701581,Messina
BARCELLONA P.G.,DE FRANCESCO Sebastiano,U,"Via Garibaldi, 513",98051,090 9762558,Messina
BARCELLONA P.G.,FILITI Ferdinando,U,"Piazza San Sebastiano, 7",98051,090 9703408,Messina
BARCELLONA P.G.,FLACCOMIO Giovanni,U,"Via Kennedy, 5/7",98051,090 9798680,Messina
BARCELLONA P.G.,GENOVESE Antonia,U,"Via G. Martino, 19",98051,090 9701136,Messina
BARCELLONA P.G.,LA CAVA Domenico,U,"Via Statale S. Antonio, 617",98051,090 9702980,Messina
BARCELLONA P.G.,LA MAESTRA Carmela,RS,Via Turati 88 Portosalvo,98051,090 9731062,Messina
BARCELLONA P.G.,LATINO Paola Felicia,U,"Via Kennedy, 490",98051,090 9761140,Messina
BARCELLONA P.G.,MAIORANA Stefano Mauro,U,"Via S.Francesco di Paola, 39 -Sant'Antonio",98051,090 9702670,Messina
BARCELLONA P.G.,VENUTO Angela,U,"Via delle Rimembranze, 8",98051,090 9795312,Messina
BARCELLONA P.G.,VENUTO Vincenzo,U,Via Umberto 179,98051,090 9798047,Messina
BARCELLONA P.G.,ZANGLA Marcello,RS,"Via Calderà, 61 - Fraz. Calderà",98050,090 9711120,Messina
BASICO',IENI Antonio Armando,RS,"Piazza Foti, 12",98060,0941 85294,Messina
BRAIDI,DI GIUSEPPE Lina,RS,"Via Messina,49/9",98060,0941 676106,Messina
BROLO,FERRI Maria Antonietta,R,"Via Libertà, 29",98061,0941-562141,Messina
CAPIZZI,GIACCO Michelangelo,R,Via Roma 65,98031,0935 933007,Messina
CAPO D'ORLANDO,COLLICA Vincenzo,U,Via 27 Settembre,98071,0941 912905,Messina
CAPO D'ORLANDO,PIZZINO Domenica,U,Via Piave 81,98071,0941 901012,Messina
CAPO D'ORLANDO,VELARDI Gianfranco,U,"Via Consolare Antica, 641 -Ctr.Vina",98071,0941 957004,Messina
CAPRILEONE,CORONA Giuseppina,R,"Via Nazionale, 132",98070,0941 958047,Messina
CARONIA,ALIBRANDO Santo,RS,Via Luciano Orlando 27,98072,0921 332007,Messina
CARONIA MARINA,MATERIA Renato,RS,"Via Benedetto Brin, 9",98070,0921 335344,Messina
CASALVECCHIO SICULO,PINO Pina Sara,RS,"Via S. Onofrio, 75",98032,0942 761128,Messina
CASTEL DI LUCIO,MIRANTI Salvatore,RS,"Via Cavour, 2",98070,0921 384528,Messina
CASTELL'UMBERTO,CICERO Liliana,RS,"Via Roma, 14",98070,0941 438129,Messina
CASTELMOLA,QUATTROCCHI Lucia,RS,Piazza S. Antonio,98030,0942 28021,Messina
CASTROREALE,PONTILLO Giuseppa,RS,"Via S. Carlo, 73/75 - fraz. Bafia",98053,090 9745195,Messina
CASTROREALE,FLACCOMIO Giuseppe,RS,"Via 3 Novembre, 2",98053,090 9745141,Messina
CASTROREALE,RUSSO Rosa,RS,"Via Ciappazzi, 24 - Protonotaro",98053,090 9731073,Messina
CESARO',CARUSO Antonino,RS,"Corso Regina Margherita, 82",98033,095 696187,Messina
CONDRO',INTILISANO Ambrogio Antonio Maria,RS,"Via Roma, 14",98040,090 937092,Messina
FALCONE,CHIOFALO Giuseppe,RS,"Via Nazionale, 137",98060,0941 34328,Messina
FICARRA,ROTTINO Francesca,RS,"Via Umberto I°, 23",98062,0941 582013,Messina
FIUMEDINISI,PIETROPAOLO Vincenzo Maria,RS,"Via Umberto I, 11",98022,0942 771512,Messina
FLORESTA,CRIMI Grazia,RS,"Via Umberto, 76",98030,0941 662015,Messina
FONDACHELLI-FANTINA,RUGGIERI Sebastiano,RS,"Via Salvatore Di Pietro, 23",98050,0941 651037,Messina
FORZA D'AGRO',BRUNETTO Francesca Carmela,RS,Via Rimembranze 13,98030,0942 721082,Messina
FRANCAVILLA DI SICILIA,BOMBARA Giuseppe,R,"Via Vittorio Emanuele, 174",98034,0942 981098,Messina
FURCI SICULO,MANULI Carmela,RS,"Via Nazionale, 114",98023,0942 791875,Messina
FURCI SICULO,SCHULTZE Amalia,RS,"Via Nazionale, 223",98023,0942 792237,Messina
FURNARI,CATTAFI Gaspare,RS,"Viale della Libertà, 11",98054,0941 802003,Messina
GAGGI,FICHERA VALERIA,R,"Piazza Vittorio Emanuele, 3",98030,0942 630220,Messina
GALATI MAMERTINO,CRIMI Maria Angela,RS,"Via San Marco, 4",98070,0941 434141,Messina
GALLODORO,GIRMENIA Vincenzo,RS,"Corso Don Antonio Lo Turco, 45",98030,0942 36064,Messina
GIAMMORO - PACE DEL MELA,CALDERONE Antonino,RS,"Via Nazionale, 14",98040,090 9384258,Messina
GIARDINI NAXOS,BUDA Sofia,U,"Via Umberto I, 420",98035,0942 51267,Messina
GIARDINI NAXOS,CAGNONE Vincenzo S.a.S.,U,"Via Vittorio Emanuele, 178",98030,0942 51028,Messina
GIOIOSA MAREA,LA PINTA Maria Stella,RS,Via Pola 37 b- Fraz. San Giorgio,98063,0941 39378,Messina
GIOIOSA MAREA,FORZANO Mario Alessio,U,Via Umberto 2 - 4,98063,0941 301094,Messina
GIOIOSA MAREA,SCARDINO Letteria,U,"Via Nazionale, 171",98063,0941 301204,Messina
GRANITI,CANNAO' Maria,,"Via Umberto I°, 16",98036,0942 29464,Messina
GRANITI,CANNAO' Maria,RS,"Via Umberto I, 16",98036,0942 29464,Messina
GUALTIERI SICAMINO',BISBANO Fortunata,RS,"Via Nuova, 5",98040,090 936106,Messina
ITALA,SCALONE Daniela,RS,"Via Roma, 119",98025,090 951364,Messina
LENI,CUCINOTTA Orazio,RS,"Via Libertà, 48",98050,090 9809053,Messina
LETOJANNI,BRUNO Concetta,RS,"Via M. Garufi, 32",98037,0942 36247,Messina
LIBRIZZI,BLANCO Emanuele,RS,"Piazza Catena, 8",98064,0941 32429,Messina
LIBRIZZI,SGROI Giuseppe,RS,"Via Libera Russia, 1 - C.da Colla",98064,0941 368451,Messina
LIMINA,SANTORO Concetta,RS,"Via Garibaldi, 73",98030,0942 726027,Messina
LIPARI,DE SALVO Claudio,U,"Via Garibaldi, 60",98055,090 9811472,Messina
LIPARI,FINOCCHIARO Letterio,U,"Via Vitt. Emanuele, 128",98055,090 9811583,Messina
LIPARI,SATTA Carmela Maria,RS,"Via Marina Garibaldi, 72/73 - Canneto",98055,090 9811428,Messina
LIPARI,SPARACINO Francesca,U,"Via Vitt. Emanuele, 176-178",98055,090 9811392,Messina
LONGI,MIGLIORE Bruno,RS,"Via Vitt. Veneto, 24",98070,0941 485063,Messina
MALFA,CIANO Carmela,RS,"Via Umberto, 10",98050,090 9844188,Messina
MALVAGNA,MONTALTO Lidia,RS,"Via Nuova, 48",98030,0942 964101,Messina
MANDANICI,MASTROENI di Maria Eugenia Salvo,RS,"Via Mazzullo, 110",98020,0942 781301,Messina
MAZZARA' SANT'ANDREA,CANNONE Francesco,RS,"Corso Vitt.Emanuele III, 178",98056,0941 83003,Messina
MERI',DI SALVO Alberto,RS,"Via Dante, 91",98040,090 9763823,Messina
MESSINA,ABATE Antonino,U,"Viale San Martino, 39",98123,090 673733,Messina
MESSINA,ABATE Daniela,U,"Vill.Ganzirri - Via Consolare Pompea, 1721",98165,090 391272,Messina
MESSINA,AUGUGLIARO Maria Clara,U,"Via Cesare Battisti, 222",98123,090 2939531,Messina
MESSINA,BARATTA Teresa,U,"Vill.Sant'Agata - Via Consolare Pompea, 1607",98166,090 393253,Messina
MESSINA,BELLINO Nwerina S.N.C.,U,"Via Napoli, 121 is.17",98124,090 2935051,Messina
MESSINA,CALCATERRA Giovanni,U,"Via Garibaldi, 135",98122,090 679034,Messina
MESSINA,CANDIDO Maria,U,"Viale Europa, is. 57 n.53",98124,090-2928260,Messina
MESSINA,CANNAVO' Francesco,U,"Viale San Martino, 166 ang. Via N.Bixio",98123,090 2932012,Messina
MESSINA,CAPRIA Renato,U,"Vill.Pistunina - S.S.114 Km.4,750",98125,090 621319,Messina
MESSINA,SAVOCA CARLEO Giuseppe,U,"S.S.114 Km.4,100 Case Cantarella,64/68",98125,090 633963,Messina
MESSINA,CESAREO Anna,U,"Via Nuova Panoramica, 35 ang.Viale dei Tigli",98168,090 354200,Messina
MESSINA,CONSIGLIO Ignazio,U,Via M. D'Arrigo 15,98121,090 51833,Messina
MESSINA,CONTI Giuseppe,U,"Via Catania, 248 - Provinciale",98124,090 2938441,Messina
MESSINA,COPPOLINO Alessandro,U,Villa Lina - Via Seminario Estivo is.10 Pal.B n.47,98121,090 41136,Messina
MESSINA,COSTA Carolina,U,Viale Giostra isol.523 n.7/b,98121,090 53521,Messina
MESSINA,CREA Marisa,U,Piazza del Popolo is.167,98123,090 662620,Messina
MESSINA,CRIMI Giovanni,U,"Gravitelli -Via Pietro Castelli, 14 -Orto Botanico",98122,090 713847,Messina
MESSINA,CRISAFI Anna,U,"Viale San Martino is.13, n° 352",98124,090 2936013,Messina
MESSINA,CRISAFI Giuseppe,U,"Ponte Zaera, 8 ang. Viale Europa/Via Catania",98124,090 2937353,Messina
MESSINA,DE LEO Rosario,U,Via Madonna delle Grazie 1,98151,090 620312,Messina
MESSINA,DI MARIO Olga,U,"Scala Ritiro - Via G. Denaro, 38",98152,090 360837,Messina
MESSINA,BRANCATO Carmela,U,Via Garibaldi is. 451 n° 373,98121,090-361280,Messina
MESSINA,DI PRIMA Andrea,U,"Via Consolare Valeria, 31 - Fronte Policlinico",98125,090 2924196,Messina
MESSINA,DOMINICI Daniela,U,Viale S.S. Annunziata - Contrada Conte,98123,090 2931961,Messina
MESSINA,FACCIOLA' Salvatore,U,"Vill.Paradiso - Via Consolare Pompea, 285/C",98168,090-310001,Messina
MESSINA,FARMACIA,CL,INDIRIZZO,CAP,TELEFONO,Messina
MESSINA,FLERES Vera Maria,U,"Via Cicala, 9 - Muricello",98121,090 53512,Messina
MESSINA,GALIZIA Salvatore,U,"Via T. Cannizzaro, 227-229 is.210",98123,090 718825,Messina
MESSINA,GARGANO Giuseppe,U,"Vill.S. Lucia Sopra Contesse -via Comunale, 85",98126,090 612423,Messina
MESSINA,GERMANA' Mario,U,"Contesse - S.S.114 Km.3,400",98125,090 2936582,Messina
MESSINA,GIACOPELLO Clara,U,"Via Palermo, 70",98121,090 364715,Messina
MESSINA,GRASSO Agatina,U,"Piazza F. Maurolico, 8",98122,090 710549,Messina
MESSINA,LA MALFA Giusi,U,"Vill.Camaro Inferiore - Via G. Pilli, 48 pal. 9",98149,090 671345,Messina
MESSINA,ISAJA Vincenzo,U,Via La Farina is. R - n. 77,98123,090 2936461,Messina
MESSINA,LATTERI Francesco,U,Vill.Camaro Inf. - Via Direzione D'Artiglieria 1,98149,090 670522,Messina
MESSINA,LOJACONO Maria,U,"Via Garibaldi, 69",98122,090 672018,Messina
MESSINA,MAJOLINO Domenico,U,"Viale San Martino, 250",98123,090 2937828,Messina
MESSINA,Maricchiolo Sara,U,Viale Boccetta is. 381 n° 20,98122,090 362446,Messina
MESSINA,MONGIARDO Maria Teresa,U,"Vill.Tremestieri - Via Consolare Valeria, 169",98128,090 622209,Messina
MESSINA,MONTAGNESE Antonino,U,"Rione Aldisio - Via Scipione Errico, 103",98147,090 683233,Messina
MESSINA,PANDOLFO Ignazio,U,"Vill. Annunziata - Via del Fante, 4",98168,090 357211,Messina
MESSINA,PAPISCA Claudio,U,Viale della Libertà is. 518-19,98121,090 49113,Messina
MESSINA,PAPISCA Sergio,U,"Viale San Martino, 297",98124,090 2936224,Messina
MESSINA,PINNIZZOTTO Antonio,U,"Viale San Martino, 183 is.124",98123,090 2930182,Messina
MESSINA,PIZZIMENTI Concetto,U,"Faro Superiore - Via Messina Km.2,600",98158,090 389550,Messina
MESSINA,PROCOPIO Vincenzo,U,"Viale San Martino, 342 is. 26/B",98124,090 2924210,Messina
MESSINA,RANERI Eugenio,U,Vill.Bordonaro - Via E. Cianciolo nn 11 - 15,98145,090 688671,Messina
MESSINA,BRANCATO Luisa,U,"Via Regina Margherita, 107-109",98121,090 45921,Messina
MESSINA,ROMEO Sergio,U,Villaggio Aldisio - Via 30/N,98147,090 683530,Messina
MESSINA,RUFFA Antonino,U,"Via T. Cannizzaro, 105/B - Zona Piazza Cairoli",98122,090 673946,Messina
MESSINA,RUGGERI Giovanni,U,"Via 24 Maggio, 89-91 is.259",98122,090 672048,Messina
MESSINA,RUSSO Giuseppe,U,"Via Palermo, 339",98121,090 41022,Messina
MESSINA,D'AGOSTINO Giansisto,U,"Viale San Martino, 89",98123,090 2938251,Messina
MESSINA,SCOGLIO Letteria,U,"Santa Margherita - Piazza Chiesa, 13",98136,090 630216,Messina
MESSINA,SCUDERI Francesco,U,"Piazza Castronovo, 37",98121,090 53921,Messina
MESSINA,SEGUENZA Luigi,U,"Largo G. Seguenza, 4 - Villa Mazzini",98122,090 49862,Messina
MESSINA,SGROI Maria Francesca,U,"Via Salita Larderia, 46",98129,090 636177,Messina
MESSINA,TRIPODI Carmela,U,"Viale San Martino, 54-56 is.154",98123,090 718561,Messina
MESSINA,TROVATO Manuela,U,"Torre Faro - Via Nuova, 21",98164,090 321755,Messina
MESSINA,ZINGALES Giuseppe,U,Vill. Santo - Via 37/A - Viale Gazzi,98147,090 687641,Messina
MESSINA - BRIGA MARINA,PIRRONE Angela,RS,"Via Nazionale, 237",98139,090 810505,Messina
MESSINA - CASTANEA,RISTAGNO Graziella,RS,Piazza Principe Umberto I°,98155,090 317009,Messina
MESSINA - GALATI MARINA,BRANCATO Sergio Antonio Gaetano,RS,"Via Nazionale, 157/C",98134,090 631317,Messina
MESSINA - GIAMPILIERI,MOTROI Lilia,RS,"Via M. Rizzo, 33",98142,090 610090,Messina
MESSINA - MASSA SANTA LUCIA,DONATO ALESSI Giuseppina,RS,"Via Maestra - Casa Costa, 42",98152,090 843333,Messina
MESSINA - MILI MARINA,CAMINITI Carmelina,RS,"Via Nazionale, 282",98131,090 881792,Messina
MESSINA - ORTOLIUZZO,TRISCHITTA Massimo,RS,"S.S. 113 Km.31,400 Compl. Simes",98153,090 348188,Messina
MESSINA - RODIA,MANGANO Carlotta,RS,"Via Nazionale, 66",98161,090 348134,Messina
MESSINA - Santa Margherita,TAMBATO Giuseppina,RS,"Via Nazionale, 163 Resid.Sud 80 - Ctr.Runci",98135,090-630029,Messina
MESSINA - SPARTA',TOMASELLO Francesca Maria Rosa,RS,"Via Nazionale, 62",98163,090 846177,Messina
MESSINA - ZAFFARIA,SAGLIMBENI Maria,RS,"Piazza S. Nicolò, 6",98127,090 613261,Messina
MILAZZO,BRUNO Antonio,RS,"Via Policastrelli, 175 - San Pietro",98057,090 9295029,Messina
MILAZZO,CAPUTO Giuseppa,U,"Via Marina Garibaldi, 89",98057,090 9282536,Messina
MILAZZO,DE PIETRO Maria,U,"Via Orsa Maggiore, 5 - Piazza San Giovanni",98057,090 9287450,Messina
MILAZZO,FARMACIA,CL,INDIRIZZO,CAP,TELEFONO,Messina
MILAZZO,FIORENTINO Patrizia,U,"Piano Baele, 5",98057,090 9282142,Messina
MILAZZO,MANICASTRI Felicia,U,"Via Risorgimento, 136",98057,090 9286109,Messina
MILAZZO,MONTALTO Maria,RS,"Via Scaccia, 84 - Santa Marina",98057,090 9210245,Messina
MILAZZO,SFAMENI Mario Salvatore,U,"Largo dei Mille, 5",98057,090 9281892,Messina
MILAZZO,VECE Pietro,U,"Piazza Caio Duilio, 4",98057,090 9281181,Messina
MILITELLO ROSMARINO,RICCA Alfio,RS,"Via Marconi, 18",98070,0941 728034,Messina
MIRTO,RUBUANO Luigi,RS,"Via Umberto, 10-A",98070,0941 919002,Messina
MISTRETTA,CANNATA Alessandro,R,"Corso Umberto I°, 30",98073,0921 381070,Messina
MISTRETTA,FERRARO Eugenio,R,"Via Libertà, 126",98073,0921 381023,Messina
MISTRETTA,FOGLIANI Flavio Maria,R,"Via Libertà, 180",98073,0921 381063,Messina
MOIO ALCANTARA,PASSANITI Giuseppa,RS,"Via Giovanni XXIII°, 12",98030,0942 963142,Messina
MONFORTE SAN GIORGIO,RUSSO Nicola Mario,RS,"Via Vitt. Emanuele III°, 9",98041,090 9931008,Messina
MONGIUFFI MELIA,FAZIO Laura,RS,"Via C. Battisti, 6",98030,0942 20147,Messina
MONTAGNAREALE,TRIFILO' Carmela,RS,"Via Nuova, 4",98060,0941 315481,Messina
MONTALBANO ELICONA,PALEOLOGO NOBILE Nicola,RS,Corso Principe Umberto 24,98065,0941 679086,Messina
MOTTA CAMASTRA,CONSALVO Gaetano,RS,"Corso Umberto I°, 39",98030,0942 985098,Messina
MOTTA D'AFFERMO,GIUNTA Pietra,RS,"Via Kennedy, 9",98070,0921 336868,Messina
NASO,DI MAIO Stefania,RS,"Corso Umberto I°, 47",98074,0941 961644,Messina
NASO,LO PRESTI Antonio,RS,"Piazza Dante, 1",98074,0941 961048,Messina
NIZZA DI SICILIA,ARENA Francesco,R,"Via Nazionale, 309",98026,0942 716161,Messina
NOVARA DI SICILIA,MEO Piero Maria,RS,"Via nazionale, 169",98058,0941 650331,Messina
OLIVARELLA S. FILIPPO MELA,CAVALLARO Antonella Maria,RS,Via Nazionale 68,98040,090 931175,Messina
OLIVERI,LATINO Patrizia Angela,RS,"Via Palermo, 10",98060,0941 313029,Messina
PACE DEL MELA,TAMBATO Antonio,RS,"Via Roma, 32/B",98042,090 933242,Messina
PAGLIARA,GARUFI Tommasa,RS,V.Risorgimento - Rocchenere,98020,0942 790053,Messina
PATTI,GIORGIANNI Angela Maria,RS,"Case Nuove Russo-Paesana Km. 74,500",98066,0941 317711,Messina
PATTI,GUGLIOTTA Girolamo,U,"Via XX Settembre, 46",98066,0941 21127,Messina
PATTI,PARATORE Marina,U,Via Trieste 28/D,98066,0941 21118,Messina
PATTI MARINA,TRIPODO Vincenzo,U,"Via Filippo Zuccarello, 26",98060,0941 361020,Messina
PETTINEO,MARRELLA Daniela,RS,"Via A. Sirena, 10",98070,3389359674.0,Messina
PIRAINO,MARTINO Mauro,RS,"Via Roma, 1",98060,0941 585344,Messina
PIRAINO,PAGANO Patrizia,RS,Via Nazionale 67- Zappardino,98060,0941 301656,Messina
PIRAINO,RICCIARDI Ferdinando,RS,"Via Nazionale, 102/M Frazione Gliaca",98060,0941 562565,Messina
RACCUIA,ALESSANDRINO Giuseppa,RS,"Piazza 25 aprile, 7",98067,0941 663392,Messina
REITANO,AMATO Gaetano,RS,"Piazza del Popolo, 14",98070,0921 338244,Messina
ROCCALUMERA,DELUCA del Dr. Cianciabella Paolo A.,R,"Corso Umberto, 356",98027,0942 744002,Messina
ROCCAVALDINA,ILACQUA Antonella Maria,RS,"Via Provinciale, 1",98040,090 9977123,Messina
ROCCELLA VALDEMONE,TODARO Rosario,RS,"Via Amedeo, 34",98030,0942 965125,Messina
RODI' MILICI,ALIBRANDO Antonia M.R.,RS,"Piazza Gaetano Martino, 23",98059,090 9741000,Messina
RODI' MILICI,RIVETTI Nadia,RS,"Via Provinciale, 37/D Frazione Milici",98059,090 9741698,Messina
ROMETTA,MERLINO Grazia Maria,RS,"Via Vittorio Emanuele II°, 23",98043,090 9924016,Messina
ROMETTA MAREA,PICONE Antonietta,R,"Via Nazionale, 277",98040,090 9961061,Messina
SAN FILIPPO DEL MELA,LUCA Antonino,RS,"Via 24 Maggio, 22",98044,090 931458,Messina
SAN FILIPPO DEL MELA,PELLEGRINO Anna Maria,RS,"Via Nazionale Archi, 150",98044,090 9385408,Messina
SAN FRATELLO,LO BALBO Clelia,R,"Via S. Latteri, 94-96",98075,0941 799460,Messina
SAN FRATELLO,LO BALBO Rosalia,R,"Via S.Latteri, 3",98075,0941 794761,Messina
SAN MARCO D'ALUNZIO,DI GIORGIO Giuseppina,RS,"Via Farinata, 9",98070,0941 797065,Messina
SAN PIER NICETO,DE LORENZO Sergio,RS,"Corso Italia, 248",98045,090 9975013,Messina
SAN PIERO PATTI,BARBERA Ludovico,R,"Via 2 Giugno, 10",98068,0941 661229,Messina
SAN SALVATORE DI FITALIA,ONOFARO Graziella,RS,"Via Gesù e Maria, 19-21",98078,0941 486319,Messina
SAN TEODORO,LIPARI Gaetana,RS,"Via Vittorio Emanuele, 242",98030,095 696901,Messina
SANTA DOMENICA VITTORIA,SPARTA' Antonello,RS,"Via Libertà, 133",98030,095 925004,Messina
SANTA LUCIA DEL MELA,CRISAFULLI Giuseppe,R,Via Cattedrale 2,98046,090 935051,Messina
SANTA LUCIA DEL MELA,FRENI Giovambattista,R,"Via G. Marconi, 30",98046,090 935066,Messina
SANTA MARINA SALINA,PUSTORINO Roberto,RS,Via Risorgimento,98050,090 9843098,Messina
SANTA TERESA DI RIVA,LA FALCE Maria,U,"Via Regina Margherita, 434",98020,0942 798178,Messina
SANTA TERESA DI RIVA,LA FALCE Rossella,U,"Via F. Crispi, 451",98028,0942 793032,Messina
SANT'AGATA DI MILITELLO,RESTIFO Liliana Marina,U,"Via Roma, 83",98076,0941 701462,Messina
SANT'AGATA DI MILITELLO,RIZZO Giuseppe,U,"Via gen. Liotta, 7",98076,0941 702100,Messina
SANT'AGATA DI MILITELLO,STRACUZZI Antonino,U,"Via Medici, 101 A",98076,0941 701825,Messina
SANT'ALESSIO SICULO,SCARFONE Rosa,RS,"Via Nazionale, 12/B",98030,0942 751162,Messina
SANT'ANGELO DI BROLO,CUSCANI Fabio M. Loris,RS,"Via Diaz, 39/A",98060,0941 533148,Messina
SANT'ANGELO DI BROLO,TRIPODO Angela,RS,"Via Umberto I, 5",98060,0941 533026,Messina
SANTO STEFANO DI CAMASTRA,MANGANO Matteo,U,"Via Vitt. Emanuele, 60",98077,0921 331121,Messina
SANTO STEFANO DI CAMASTRA,SAMMATARO Mimma,U,"Via Vittoria, 51",98077,0921 331032,Messina
SAPONARA,BISBANO Giuseppe,RS,"Via Umberto I, 11",98047,090 333541,Messina
SAPONARA MARITTIMA,MORTELLITI Caterina,RS,"Via Nazionale, 70",98040,090 332381,Messina
SAVOCA,TOSCANO Nunzio,RS,"Via Pineta, 4",98038,0942 761160,Messina
SCALETTA ZANCLEA,CRISTELLI Domenico,RS,"Via Crisafulli, 2 fraz. Guidomandri Marina",98029,090 951031,Messina
SCALETTA ZANCLEA,ZANGLA Lucio,RS,"Via Roma, 352 C Arcovito",98029,090 951543,Messina
SINAGRA,PARATORE Giovanna,RS,"Via Veneto, 51",98069,0941 594740,Messina
SPADAFORA,MOLLICA Mariaclara,U,"Via Nazionale, 102",98048,090 9941689,Messina
STROMBOLI,SIMONE Francesca,RS,Via Roma,98050,090 986713,Messina
TAORMINA,RAGUSA Tito,U,"Piazza Duomo, 9",98039,0942 23231,Messina
TAORMINA,VERSO Giovanni,U,Piazza IX Aprile 1,98039,0942 625866,Messina
TERME VIGLIATORE,DI PAOLA Filippa,RS,"Via Nazionale Vigliatore, 178",98050,090 9740048,Messina
TERME VIGLIATORE,LA MAESTRA Santi,U,"Via Nazionale Terme, 178",98050,090 9781055,Messina
TORREGROTTA,CANNISTRACI Venerina,U,"Viale Europa, 174",98040,090 9982528,Messina
TORREGROTTA-SCALA,PALAZZOLO E CIPRIANO,U,"Via Nazionale, 105",98040,090 9981169,Messina
TORRENOVA,ORLANDO Rosa,RS,"Via Benedetto Caputo, 102",98070,0941 785169,Messina
TORTORICI,ADORNETTO Provvidenza,U,"Via Vitt. Emanuele, 90",98078,0941 421791,Messina
TORTORICI,CRIMI Rocco,U,"Piazza Principe di Napoli, 9",98078,0941 421109,Messina
TRAPPITELLO,CACOPARDO Anna Maria,U,"Via Francavilla, 311",98030,0942 654403,Messina
TRIPI,RACCUIA Angela,RS,"Via F.Todaro, 132",98060,0941 82303,Messina
TUSA,IUDICELLO Nunziata,RS,"Via Nazionale, 7 - Castel di Tusa",98078,0921 334278,Messina
TUSA,MANGANO Francesco,RS,"Via Roma, 77",98079,0921 330406,Messina
UCRIA,SCIACCA Eloisa,RS,"Via Padre Bernardino, 155",98060,0941 664019,Messina
UCRIA,SAGLIMBENE Rosalba,RS,Via Padre Bernardino,98060,0941 664065,Messina
VALDINA,DANZE' Adele,RS,"Via Nazionale, 57 - Fondachello",98040,090 9942224,Messina
VENETICO,MOLLICA Valentina,RS,Via S. Nicolò 51,98040,090 9977350,Messina
VENETICO MARINA,PIRROTTA Filippo,R,"V.Nazionale,56 ang.V.N.Sicilia",98040,090 9941313,Messina
VILLAFRANCA TIRRENA,BIONDO Paola,U,"Piazza Pace, 11",98049,090 332867,Messina
VILLAFRANCA TIRRENA,PICCIOLO Giacomo,U,"Via S.Quasimodo, 9",98049,090 334480,Messina
VULCANO,BONARRIGO Pietro,RS,"Via C.da Porto Levante -Cpl.""La Zagara"", 1",98050,090 9852244,Messina
ALIA,Foti Giuseppa,U,"Via S. Croce, 3",90021,091-8214020,Palermo
ALIA,Giunta Cardinale Andrea,U,"Via Vittorio Emanuele, 68",90021,091-8214102,Palermo
ALIMENA,Blesi Margherita,R,"Via Catania, 19",90020,0921-646023,Palermo
ALIMINUSA,Tripi Carmela,R,"Via Farmacia, 6",90020,091-8997016,Palermo
ALTAVILLA MILICIA,Gentile Gioacchino,R,"Via S. Giuseppe, 127/A",90010,091-951185,Palermo
ALTOFONTE,Corsaro Maria Geltrude,U,"Piazza Falcone e Borsellino,15",90030,091-437205,Palermo
